n ʊ d aː	n oː d aː r ɛ
l ɪ n ɪ t aː r ɛ	l iː m ɪ t aː r ɛ
g r aː w a m r ɛ	g r a w aː r ɛ
w ɪ k ɪ n a m	w iː k iː n a m
r ɛ m ʊ n ɛ r aː r ɛ	r ɛ m uː n ɛ r aː r ɛ
r ɛ k l a m aː r ɛ	r ɛ k l aː m aː r ɛ
p ʊ ɛ r ɪ l ɛ	p ʊ ɛ r iː l ɛ m
ɪ n t ɛ m p ɛ s t ɪ w ʊ m	ɪ n t ɛ m p ɛ s t iː w ʊ m
l aː m b ɪ r ɛ	l a m b ɛ r ɛ
ɪ n k ɛ m t aː r ɛ	ɪ ŋ k ɛ p t aː r ɛ
ɪ n k ʊ m b ɛ r ɛ	ɪ ŋ k ʊ m b ɛ r ɛ
m oː l n ɛ m ɛ r ʊ m	m ɔ l iː n aː r j ʊ m
r a s t r ɛ lː ʊ m	r aː s t ɛ lː ʊ m
s ɛ n a m r ɛ	s ɪ ŋ n aː r ɛ
ɪ n f l ɪ k t j oː n ɛ m	ɪ n f l ɪ k t j oː n ɛ m
k oː nː ʊ m	k ʊ nː ʊ m
k aː m a r a m	k a m a r a m
k aː t ɛ d r a m	k a tʰ ɛ d r a m
r ɛ k t a ŋ g ʊ l ʊ m	r ɛ k t a ŋ g ʊ l ʊ m
s aː t ɛ lː ɪ t ɛ	s a t ɛ lː ɪ t ɛ m
a d k ʊ n t ʊ m	a d j ʊ ŋ k t ʊ m
b a s ɪ l ɪ k ʊ m	b a s ɪ l ɪ k ʊ m
k ɔ p ɛ r a t j oː n ɛ m	k ɔː p ɛ r aː t j oː n ɛ m
w a k aː r ɛ	w a k aː r ɛ
k ɔ ɛ l a	k aʊ d a m
ɛ k s aʊ r ɪ r ɛ	ɛ k s h aʊ r iː r ɛ
aː w ɛ l ʊ m	a w ʊ l ʊ m
ɔ l ɪ g aː r k ɪ k ʊ m	ɔ l ɪ g a r kʰ ɪ k ʊ m
f a j a	f aː g ɛ a m
s k ɔ l ɔ p ɛ n d r a m	s k ɔ l ɔ p ɛ n d r a m
m a n s ʊ ɛ t ʊ m d ɪ r ɛ m	m aː n s ʊ eː t uː d ɪ n ɛ m
