k ɔ n k aː t ɛ n aː r ɛ m	k ɔ ŋ k a t eː n aː r ɛ
ɛ n t ɛ m	ɛ n s
m ʊ d ʊ m	m ɔ d j ʊ m
d ɪ f ɛ n s j oː n ɛ m	d eː f eː n s j oː n ɛ m
p uː t r ɪ d ʊ m	p ʊ t r ɪ d ʊ m
n ʊ t r ɪ k aː r ɛ	n uː t r iː k aː r ɛ
p a l uː d ɛ m	p a l uː d ɛ m
ɔ kː uː l t aː r ɛ	ɔ kː ʊ l t aː r ɛ
p r ɔ rː ɔ g aː r ɛ	p r oː r ɔ g aː r ɛ
p ɪ n s ʊ m	p eː n s ʊ m
s ɛ p ʊ l t uː r a m	s ɛ p ʊ l t uː r a m
a dː ɪ k t ʊ m	a dː ɪ k t ʊ m
ɪ m p aː w ɪ d ʊ m	ɪ m p a w ɪ d ʊ m
k ɔ t ɔ r n ɪ k ɛ	k oː t ʊ r n iː k ɛ m
k ɔ l p ɛ m	k ɔ l a pʰ ʊ m
ɔ d j aː r ɛ	oː d ɪ sː ɛ
k ʊ r aː t ʊ r a m	k uː r aː t uː r a m
h t aː t oː m	s t a t ɪ k ʊ m
a p aː r ɪ t j oː n ɛ m	a pː aː r ɪ t j oː n ɛ m
k oː t oː n ɛ m	m aː l ʊ m k ɔ t oː n j ʊ m
f ɔ d ɪ r	f ɔ d ɛ r ɛ
k a l ɪ k ɛ m	k a l ɪ k ɛ m
ɛ d ɪ l	aɪ d iː l ɛ m
m ɔ r t aː r j ʊ m	m ɔ r t aː r j ʊ m
d ɪ m ɛ n s j oː n ɛ m	d iː m ɛ n s j oː n ɛ m
w ɪ k t ʊ m	w iː k t ʊ m
d ɛ t ɛ s t aː r ɛ	d eː t ɛ s t aː r iː
ɔ s p ɪ t j ʊ m	h ɔ s p ɪ t j ʊ m
p ɔ m ʊ m	p oː m ʊ m
r ʊ b ɪ ɪ n	r oː b iː g ɪ n ɛ m
a m ɛ n t ʊ m	aː m ɛ n t ʊ m
ɔ r t ʊ m	h ɔ r t ʊ m
r ɛ s uː s k ɪ t aː t j oː n ɛ m	r ɛ s ʊ s k ɪ t aː t j oː n ɛ m
s ɛ pː ʊ lː aː r ɛ	s ɛ p ɛ l iː r ɛ
k ɛ r w ɪ n ʊ m	k ɛ r w iː n ʊ m
r ʊ t ɪ l aː r ɛ	r ʊ t ɪ l aː r ɛ
s ʊ l k aː r ɛ	s ʊ l k aː r ɛ
d ɛ s t ɪ t ʊ ɪ r ɛ m	d eː s t ɪ t ʊ ɛ r ɛ
g ɛ t aː r ɛ	j a k t aː r ɛ
l a b r ʊ m	l a b r ʊ m
d ɛ g ɔ lː aː r ɛ	d eː k ɔ lː aː r ɛ
k a n ʊ t ʊ m	k aː n uː t ʊ m
r ʊ ɪ b j a m	r ʊ b j a m
d ɪ sː w aː d ɛ r ɛ	d ɪ sː w aː d eː r ɛ
k r ɛ d ɪ t oː r ɛ	k r eː d ɪ t oː r ɛ m
ɛ l ɪ m ɪ n aː r ɛ	eː l iː m ɪ n aː r ɛ
m a r ɪ s k a m	m a r ɪ s k a m
w a k uː ɪ t aː t ɛ m	w a k ʊ ɪ t aː t ɛ m
w ɔ l ʊ p t ɛ m	w ɔ l ʊ p t aː t ɛ m
t ɛ n ɛ r ɛ	t ɛ n eː r ɛ
d uː r ʊ m	d uː r ʊ m
s ɛ r w ɪ t ʊ t ɛ m	s ɛ r w ɪ t uː t ɛ m
ɔ l ɛ aː t ʊ m	ɔ l ɛ aː t ʊ m
ɛ b r ɛ ʊ m	h ɛ b r aɪ ʊ m
s a l s a m	s a l s a m
uː r ʊ m	uː r ʊ m
a m ʊ r k j a m	a m ʊ r k a m
p a p ɛ r ʊ m	p a p y r ʊ m
k ɔ n t ɛ n t j oː n ɛ m	k ɔ n t ɛ n t j oː n ɛ m
k ʊ l p a m	k ʊ l p a m
ɪ n k aʊ t ʊ m	ɪ ŋ k aʊ t ʊ m
d ɪ s p ɔ s aː r ɛ	d eː s p oː n s aː r ɛ
n aː t ʊ m	n aː t ʊ m
r ɔ r aː r ɛ	r oː r aː r ɛ
ɪ n w ɪ d j a m	ɪ n w ɪ d j a m
w ɔ r a m r ɛ	w ɔ r aː r ɛ
m ɔ r d ɛ r ɛ	m ɔ r d eː r ɛ
b ɛ n ɛ d ɪ k ɛ r ɛ	b ɛ n ɛ d iː k ɛ r ɛ
a b ɛ rː aː r ɛ	a b ɛ rː aː r ɛ
a b ɪ g ɪ ʊ m	a b ɪ g ɛu m
d ɛ k aː l w aː t j oː n ɛ m	d eː k a l w aː t j oː n ɛ m
k a n s aː r ɛ	k a m p s aː r ɛ
d j aː b ɔ l ɪ k ʊ m	d j a b ɔ l ɪ k ʊ m
k ɔ n s l ɪ d a m	k oː n s ɔ l ɪ d a m
uː s ʊ r a m	uː s uː r a m
f a s ɔ l a m	f a s k ɪ ɔ l a m
t ʊ n d aː r ɛ	t ɔ n d eː r ɛ
ɪ n aː l aː r ɛ	ɪ n h aː l aː r ɛ
ɛ t ʊ m	eː t ʊ m
k a s t aː n a m	k a s t a n ɛ a m
kʷ ɪ n kʷ ɛ n aː l ɛ	kʷ iː ŋ kʷ ɛ nː aː l ɛ m
ɛ l ɛ f a n t ɪ n ʊ m	ɛ l ɛ pʰ a n t ɪ n ʊ m
ɪ n f ɛ r ɪ r ɛ	iː n f ɛ rː ɛ
r ʊ f ʊ m	r uː f ʊ m
a r k a m	a r k a m
t r ɛ k ʊ m	t r a k t ʊ m
k aː k aː r ɛ	k a p t j aː r ɛ
g a n ɪ r ɛ	g a nː iː r ɛ
f ɛ n d ɛ r ɛ	f ɪ n d ɛ r ɛ
b l aː t a m	b l a tː a m
m a l ɛ	m a l ʊ m
a nː ɔ t aː t j oː n ɛ m	a nː ɔ t aː t j oː n ɛ m
l a k t ɪ k ɪ n j ʊ m	l a k t ɪ k iː n j ʊ m
l ɪ t uː r g j a m	l iː t uː r g j a m
d ɔ k t oː r ɛ	d ɔ k t oː r ɛ m
d eː ŋ ɪ f ɪ k aː r ɛ	d ɛ ɪ f ɪ k aː r ɛ
f ʊ n d aː m ɛ n t ʊ m	f ʊ n d aː m ɛ n t ʊ m
ɪ n f l aː mː aː t j oː n ɛ m	iː n f l a mː aː t j oː n ɛ m
t r a n s p oː r ɛ	t r aː n s p oː n ɛ r ɛ
p ɛ r ɪ k l oː s ʊ m	p ɛ r iː k ʊ l oː s ʊ m
m ɔ s t r w ʊ s ʊ m	m oː n s t r ʊ oː s ʊ m
d ɛ p aː r t ɪ r	d eː p a r t iː r ɛ
f a s ɪ n j ʊ m	f a s k ɪ n ʊ m
ɪ n t aː m p ɛ s t ɪ w ɪ t aː t ɛ m	ɪ n t ɛ m p ɛ s t iː w ɪ t aː t ɛ m
ɔ tː r ɛ m	ʊ t r ʊ m
f ɛ r m ɛ m	f ɪ r m ʊ m
t r a n s m ɪ t ɛ r ɛ m	t r aː n s m ɪ tː ɛ r ɛ
p a t ɛ r n ʊ m	p a t ɛ r n ʊ m
d ɛ k l aː m aː r ɛ	d eː k l aː m aː r ɛ
d ɛ s w j aː r ɛ	d eː w j aː r ɛ
g r aː t ɪ t ʊ m	g r aː t ʊ iː t ʊ m
j ɛ l ʊ m	g ɛ l uː
f ɛ r m ɛ n t ʊ m	f ɛ r m ɛ n t ʊ m
b r ɔ kː ʊ m	b r ɔ kː ʊ m
n ʊ n k j ʊ m	n uː n t j ʊ m
t ɛ t r ʊ m	t aɪ t r ʊ m
g ɛ ɔ m ɛ t r j a m	g ɛ oː m ɛ t r j a m
w ɛ r n aː l ɛ	w ɛ r n aː l ɛ m
t ɛ rː ɛ n ʊ m	t ɛ rː eː n ʊ m
b l a n d ɪ r ɛ	b l a n d iː r iː
ɛ fː l uː ɪ r ɛ	ɛ fː l ʊ ɛ r ɛ
w uː l n ɛ r aː r ɛ	w ʊ l n ɛ r aː r ɛ
p r ɔ f ɪ t ʊ m	p r oː f ɛ k t ʊ m
d ɛ k ɛ r n ɛ r ɛ	d eː k ɛ r n ɛ r ɛ
k ɔ l ɛ k ʊ j ʊ m	k aʊ l ɪ k ʊ l ʊ m
k ɔ n w ɔ k aː r ɛ	k ɔ n w ɔ k aː r ɛ
t ɛ n ɛ b r a m	t ɛ n ɛ b r a m
m uː k ɔ r ɛ	m uː k oː r ɛ m
r a d ɪ k j ʊ	r aː d iː k ʊ l a m
m ɛ m b r aː n ʊ m s ʊ m	m ɛ m b r aː n ɛu m
f ɪ d ʊ m	f iː d ʊ m
a b d uː k t j oː n ɛ m	a b d ʊ k t j oː n ɛ m
f ɛ d ɛ m	f ɪ d ɛ m
aː k ɪ d aː t ɛ m	a k ɪ d ɪ t aː t ɛ m
