s r æ ²	s r e ŋ ²
m ɛ ¹	m ɛ ¹
tsʰ j e n ¹	tsʲʰ e n ¹
b j æ ⁴	p r æ ⁴
n j e n ⁴	n j e ⁴
b i ³	b r i ³
q ɯ ¹	q ɯ ¹
tʰ u ¹	tʰ r u ¹
d ɯ ²	dʑ ɯ ²
s o ⁴	s ɔ ⁴
dʑ a ⁴	dʑ a ⁴
s r e ¹	sʰ r e ŋ ¹
tɕ j æ ⁴	tɕ æ ¹
ɣ w a ⁴	ɣ w a ⁴
ts r i ²	ts r i ²
k w a ¹	k w a ⁴
q a ŋ ¹	q a ŋ ¹
g o ¹	g o ¹
x w i ²	x w i ²
b u ²	t u ²
tsʰ ɯ ³	tsʰ ɯ ³
b j a ⁴	p r a ⁴
z i ³	z ɯ ³
b ɯ ¹	b r i ¹
d i ⁴	d i ⁴
ŋ w e n ¹	ŋ w e n ¹
pʰ ɯ ¹	pʰ ɯ ¹
s r u ¹	s r u ¹
kʰ o ŋ ¹	kʰ o ŋ ¹
j i ³	j i ³
q æ ⁴	q æ ⁴
m e ¹	m e ¹
d o ŋ ¹	d o ŋ ¹
tsʰ i ⁴	tɕʰ i ⁴
d j ɯ ⁴	d j ɯ ¹
d j ɯ ⁴	t ɯ ⁴
tʰ e ²	tʰ j e ²
s j j e n ¹	sʰ j e n ¹
ɖʐ o ⁵	ɖʐ o ³
χ w a ⁴	h w a ⁴
ʈ o ⁴	ʈ o ⁴
d i ²	dʑ i ²
tɕ j e n ¹	tɕ e n ¹
p æ ⁴	p æ ⁴
s i ²	s r i ²
m ɯ ⁴	m ɯ ⁴
