ŋ w e n ¹	ŋ w e n ¹
p i ³	b r i ³
ts o ⁴	ts o ⁴
m ɛ ¹	m ɛ ¹
t w e n ¹	t w e n ¹
x e n ¹	x e n ¹
s j i n ¹	s r e n ¹
x w i ²	x w i ²
dʑ i ³	d i ³
h a ŋ ⁵	h a ŋ ⁵
p r e ²	p ɛ ²
ts o ⁴	ts o ⁴
ɖʐ o ¹	ɖʐ o ¹
b ɯ ²	p u ²
d u ¹	d r o ŋ ¹
ɣ ɯ ²	ɣ ɯ ²
tɕ j ¹	tɕ u ¹
s r u ¹	s r u ¹
s o ŋ ³	s u ŋ ³
q a ŋ ¹	q a ŋ ¹
qʰ w æ ¹	qʰ w æ ¹
n i ²	n j i ⁴
sʰ o ⁴	ɕ o ⁴
dz o ⁴	dz o ⁴
b j o ⁴	b j o ⁴
ŋ ɔ ³	ŋ ɔ ³
k ɯ ¹	k ɯ ¹
tsʰ i ⁴	tsʰ r i ¹
g ɯ ¹	k ɯ ¹
pʰ e ¹	pʰ e ¹
p j o ¹	p j o ⁵
z e n ¹	z e n ¹
pʰ æ n ³	pʰ æ n ³
ts i ²	ts i ²
ɖʐ o ⁴	ɖʐ o ⁴
n o ²	n o ²
ŋ w a ⁴	ŋ w a ⁴
ɣ w a ⁴	q w a ⁴
q ɯ̃ ²	ɣ ɯ̃ ²
ɕ o ⁴	ʔ o ⁴
pʰ æ ⁴	pʰ æ ⁴
tsʰ i ³	tsʰ e ³
p j ɛ ³	pʰ j ɛ ³
ŋ o ¹	ŋ o ¹
m ɛ ¹	m ɛ ¹
ɣ o ³	g o ŋ ³
m o ²	m ø ²
