a k ɛ t aː b uː l ʊ m	a k eː t aː b ʊ l ʊ m
s ɔ r t ɛ m	s ɔ r t ɛ m
k uː l t ʊ m	k ʊ l t ʊ m
g a n t aː r ɛ	j ɛ n t aː r ɛ
f r aː s ɪ n ʊ m	f r a k s ɪ n ʊ m
m ɪ s t ɪ k ʊ m	m y s t ɪ k ʊ m
s ɪ t uː l a m	s ɪ t ʊ l a m
k a d aː w ɛ m r ɛ	k a d aː w ɛ r
p r ɛ j uː d ɪ k aː r ɛ m	p r aɪ j uː d ɪ k aː r ɛ
ɪ n k ʊ d ɛ n ɛ	ɪ ŋ k uː d ɛ m
s ɔ p t w oː s ʊ m	s ʊ m p t ʊ oː s ʊ m
f r ɪ k t j oː n ɛ	f r ɪ k t j oː n ɛ m
l ɪ ŋ g uː l a m	l ɪ ŋ g ʊ l a m
t uː	t uː
w ɔ r aː g ɪ n ɛ	w ɔ r aː g ɪ n ɛ m
uː s ɛ r ɛ m	ɔ s t j aː r j ʊ m
ɛ s k l ʊ m	aɪ s k ʊ l ʊ m
w ɪ n aː t oː r	w eː n aː t oː r ɛ m
d ɪ s t ɪ lː aː r ɛ	d eː s t ɪ lː aː r ɛ
m ʊ n d ʊ m	m ʊ n d ʊ m
k a lː ɪ d ʊ m	k a lː ɪ d ʊ m
ɛ s t r ɛ nː a m	s t r eː n a m
s a m b ʊ k ʊ m	s a m b uː k ʊ m
m ʊ n ɪ t j oː n	m uː n iː t j oː n ɛ m
k ɔ n s ɛ ŋ t ɪ r ɛ	k oː n s ɛ n t iː r ɛ
f ɔ lː ɪ k ʊ l ʊ m	f ɔ lː ɪ k ʊ l ʊ m
a k ʊ m	a k ɪ ɛ m
a ɛ r ɔ m a n t j a m	aː ɛ r ɔ m a n t iː a m
f ɔ r t ɪ f ɪ k aː r ɛ	f ɔ r t ɪ f ɪ k aː r ɛ
t r ɪ k ɛ	t r iː k ɛ m
a b ɪ g ɛ ʊ m	a b ɪ g ɛu m
f ɛ s t ʊ m	f eː s t ʊ m
t ɛ d aː	t aɪ d a m
k ɪ w ɪ k ʊ m	k iː w ɪ k ʊ m
l ɪ b ɛ l ʊ m	l ɪ b ɛ lː ʊ m
k ɔ ɛ r t ɪ m j oː n ɛ m	k ɔ ɪ r k ɪ t j oː n ɛ m
k ɔ d ɪ k ɪ lː ʊ m	k oː d ɪ k ɪ lː ʊ m
k ɛ n t uː r j a m	k ɛ n t ʊ r j a m
k a t ɛ k ɪ d zː aː r ɛ m	k a t eː kʰ iː zː aː r ɛ
ɛ fː ɛ m ɪ n a m r ɛ	ɛ fː eː m ɪ n aː r ɛ
f ɛ r ɪ t aː	f ɛ r ɪ t aː t ɛ m
s a k j ʊ m	s a r k ʊ l ʊ m
ɪ n k aː r n aː t j oː n ɛ m	ɪ ŋ k a r n aː t j oː n ɛ m
p r ɛ d aː r ɛ	p r aɪ d aː r iː
a l b ʊ m m ɛ	a l b uː m ɛ n
g r uː m ʊ m	g r uː m ʊ m
ɪ m w ɛ s t ɪ g aː r ɛ	ɪ n w ɛ s t iː g aː r ɛ
uː n ɪ f ɔ r m ɛ m	uː n ɪ f oː r m ɛ m
ɔ r aː t oː r ɛ	oː r aː t oː r ɛ m
r ɛ m ʊ n ɛ r aː r ɛ	r ɛ m uː n ɛ r aː r ɛ
ɛ k s k r ɛ t aː r ɛ	ɛ k s k ɛ r n ɛ r ɛ
p r ɔ t ɛ r w ʊ m	p r ɔ t ɛ r w ʊ m
uː r ʊ m	uː r ʊ m
k ʊ l ɛ w r a m	k ɔ l ʊ b r a m
s a l t ʊ m	s a l t ʊ m
p r ɔ w ɛ n ɪ r ɛ	p r oː w ɛ n iː r ɛ
p r ɛ s ɪ d ɛ r ɛ	p r aɪ s ɪ d eː r ɛ
n ɪ m j ʊ m	n ɪ m j ʊ m
g l ɔ s a m	g l ɔ sː a m
ɛ s ɛ r k ɪ t ʊ m	ɛ k s ɛ r k ɪ t ʊ m
ɛ l ʊ k ʊ b r aː r ɛ	eː l uː k ʊ b r aː r ɛ
w ʊ l p ɛ	w ʊ l p ɛ m
d ɛ k r ɛ m ɛ n t ʊ m	d eː k r eː m ɛ n t ʊ m
ɪ n d ɪ ŋ n aː t j oː n ɛ m	ɪ n d ɪ ŋ n aː t j oː n ɛ m
p a b ʊ l ʊ m m	p aː b ʊ l ʊ m
ɪ n s ɛ r t j oː n ɛ m	iː n s ɛ r t j oː n ɛ m
s ɔ nː ɪ kː l oː s ʊ m	s ɔ m n ɪ k ʊ l oː s ʊ m
d ɛ l ɪ t ʊ m	d eː l ɪ k t ʊ m
d ʊ l k ɪ t uː m ɪ r ɛ m	d ʊ l k ɪ t uː d ɪ n ɛ m
ɛ n ʊ m ɛ r aː r ɛ	eː n ʊ m ɛ r aː r ɛ
p ɔ lː aː r j ʊ m	p ʊ lː aː r j ʊ m
r a s t r ʊ m	r aː s t r ʊ m
k ɔ m p ɔ r t aː r ɛ m	k ɔ m p ɔ r t aː r ɛ
s ʊ mː ʊ m	s ʊ mː ʊ m
d ɛ k ɛ p t ɪ w ʊ m	d ɛ k ɛ p t iː w ʊ m
k r aː p uː l m a m	k r aː p ʊ l a m
t r a n s ɪ r ɛ	t r aː n s iː r ɛ
l ɪ n aː r ʊ m	l iː n aː r j ʊ m
p ɪ s aː r ɛ	p iː n s ɛ r ɛ
p l ʊ m b aː t ɪ k ɪ n ɛ	p l ʊ m b aː g ɪ n ɛ m
ɛ m aː l ɛ	h ɪ ɛ m aː l ɛ m
m ʊ t ʊ m m	m uː t ʊː m
d ɛ n ʊ n k t j aː t j ɛ m n	d eː n ʊ n t j aː t j oː n ɛ m
p ʊ n ɪ t j oː n ɛ m	p uː n iː t j oː n ɛ m
s ʊ b l ɪ m aː t j oː n ɛ m	s ʊ b l iː m aː t j oː n ɛ m
f a b r ɪ k aː r ɛ	f a b r ɪ k aː r ɛ
p ʊ n t ʊ m	p uː ŋ k t ʊ m
s ɛ w ɛ r ʊ m	s ɛ w eː r ʊ m
t a m ɪ s ʊ m	t a m ɪ s j ʊ m
k a r ɔ t a m	k a r oː t a m
g a lː ʊ m	g a lː ʊ m
ɪ n s ɛ m n aː r ɛ	iː n s ɪ ŋ n aː r ɛ
ɔ n ʊ s t ʊ m	ɔ n ʊ s t ʊ m
ɛ k s uː l t aː	ɛ k s ʊ l t aː r ɛ
ɛ r ɛ d a r ɛ	h eː r eː d ɪ t aː r ɛ
