p a r t ɪ t j oː n ɛ m	p a r t iː t j oː n ɛ m
p a d eː lː a m	p a t ɛ lː a m
p ɔ m ɪ f ɛ r ʊ m	p oː m ɪ f ɛ r ʊ m
a d ɪ r	a dː ɛ r ɛ
w ɛ r g a m	w ɪ r g a m
w ɛ lː ʊ m	w ɛ lː ʊ s
ɛ s t r ɛ n a m	s t r eː n a m
ɪ n k ɔ m p ɛ t ɛ n t ɛ m	ɪ ŋ k ɔ m p ɛ t ɛ n t ɛ m
l a m ɛ n t aː r ɛ	l aː m ɛ n t aː r ɛ
k ɔ m p ɛ t ɛ r ɛ	k ɔ m p ɛ t ɛ r ɛ
k ɔ l ʊ b r ɪ n ʊ m	k ɔ l ʊ b r iː n ʊ m
s k ɔ l aː s t ɪ k ʊ m	s kʰ ɔ l a s t ɪ k ʊ m
a d ɪ t ʊ m	a d ɪ t ʊ m
k a w ɪ lː aː r ɛ	k a w ɪ lː aː r iː
f a k ɪ l ɪ t aː t ɛ m	f a k ɪ l ɪ t aː t ɛ m
m ɛ s ɛ r ɛ	m ɪ s k eː r ɛ
d ɛ n ʊ n k t j ʊ m t j ɛ m n	d eː n ʊ n t j aː t j oː n ɛ m
l ɪ m ʊ m	l iː m ʊ m
m a k aː r ɛ	m a k ʊ l aː r ɛ
d ɛ n ʊ d aː r ɛ	d eː n uː d aː r ɛ
w a rː ɛ r ɛ	w ɛ rː ɛ r ɛ
l ʊ p a m	l ʊ p a m
t r ɪ lː ʊ m	t r iː b ʊ l ʊ m
k a s t r aː t ʊ m	k a s t r aː t ʊ m
r ɛ b ɛ l aː r ɛ	r ɛ b ɛ lː aː r ɛ
s ʊ s p ɪ r aː r ɛ	s ʊ s p iː r aː r ɛ
ɛ b d ɔ m aː d a m r j ʊ m	h ɛ b d ɔ m a d aː r j ʊ m
d ɛ f ɛ n s a m	d eː f ɛ n s a m
a nː ɔ t aː t j oː n ɛ m	a nː ɔ t aː t j oː n ɛ m
s ɔ l aː r ɪ j ʊ m	s oː l aː r j ʊ m
s ɔ l ɪ d aː r ɛ	s ɔ l ɪ d aː r ɛ
k a t aː r aː k t a m	k a t a r a k t a m
p a r ɪ r ɛ	p a r ɛ r ɛ
f ɔ sː aː t ʊ m	f ɔ sː aː t ʊ m
d ɪ s p a m r aː r ɛ	d ɪ s p a r aː r ɛ
r ɛ k ɛ sː ʊ m	r ɛ k ɛ sː ʊ m
p ɛ r s ɛ kʷ ɪ r ɛ	p ɛ r s ɛ kʷ iː
g ɛ m ɪ t ʊ m	g ɛ m ɪ t ʊ m
r ɔ s t r ʊ m	r oː s t r ʊ m
a g r ɪ m ɛ n s oː r ɛ m	a g r iː m eː n s oː r ɛ m
t a r d aː r ɛ	t a r d aː r ɛ
d ɪ w ɛ r t ɪ r ɛ	d iː w ɛ r t ɛ r ɛ
w ɛ r ɪ f ɪ k aː r ɛ	w eː r ɪ f ɪ k aː r ɛ
l a sː ʊ m	l a sː ʊ m
