b j ɛ ²	b j ɛ ²
ts o ⁴	ts o ⁴
tsʰ r e ¹	tsʰ r e ŋ ¹
p j o ŋ ⁴	p j o ⁴
b ɯ ¹	b ɯ ¹
qʰ w i ²	kʰ w ɛ ²
m e ¹	m e ¹
ɕ j u ²	ɕ w i ²
tɕ i ¹	tɕ i ¹
q ɯ ¹	q ɯ ¹
b r u ²	b ɯ ²
tʰ u ŋ ²	tʰ u ²
m æ ⁴	m æ ⁴
tɕ r ɯ ²	tɕ ɯ ²
d r e ⁴	d r ɛ ⁴
sʰ w a ⁴	sʰ w a ⁴
tsʰ o ⁴	tsʰ o ⁴
s r o ¹	s r o ¹
p j a ⁴	p r a ⁴
qʰ o ¹	qʰ u ¹
tʰ u ¹	tʰ r u ¹
n ɯ o ²	n j o ²
q æ n ¹	q æ n ¹
ʁ ɯ ⁴	ʁ ɯ ⁴
tsʰ j j e n ¹	tsʲʰ e n ¹
g u ¹	g u ¹
a ³	ʔ a ⁴
t ɯ ⁵	tʲ ɯ ⁵
p j o ŋ ¹	pʰ j u ŋ ¹
b ŋ ø ŋ ²	b o ŋ ²
q æ ⁵	q æ ⁵
d ɔ ¹	d r ɔ ¹
d ɛ ⁴	d ɛ ⁴
x w i ²	x w i ²
pʰ ɯ ¹	pʰ ɯ ¹
q w a ⁴	q w a ⁴
tʰ r o ⁴	tʰ r o ⁴
m ɯ ⁴	m ɯ ⁴
ɖʐ o ŋ ¹	ɖʐ u ŋ ¹
m ɛ ⁵	m ɛ ⁵
tsʰ j æ n ¹	tsʰ j æ n ¹
ʔ w e n ¹	ʔ w e n ¹
tsʰ a ⁴	tsʰ w a ⁴
q æ ⁴	q æ ⁴
m a ⁴	m a ⁴
ŋ ɔ ³	ŋ ɔ ³
sʰ ɛ ⁴	sʰ ɛ ⁴
