m a l a h s k ɛ r ɛ	m a l ɛ f a k ɛ r ɛ
ɪ n ɔ k ʊ ʊ m	ɪ nː ɔ k ʊː m
ɔ n ɔ r aː r j ʊ m	h ɔ n oː r aː r j ʊ m
s ʊ m ɛ r g ɛ r ɛ	s ʊ mː ɛ r g ɛ r ɛ
w ɪ k ʊ m	w iː k ʊ m
s ɛ g r ɛ g aː r ɛ	s eː g r ɛ g aː r ɛ
s ɔ r t ɛ m	s ɔ r t ɛ m
w ɪ b r aː r ɛ	w ɪ b r aː r ɛ
a w aː n a m	a w eː n a m
ɪ m p ɛ r ɪ t j a m	ɪ m p ɛ r iː t j a m
d eː k ɛ d ɛ r ɛ	d eː k eː d ɛ r ɛ
a pː r ɔ p r j aː t j ʊ m n ɛ m	a pː r ɔ p r j aː t j oː n ɛ m
k ɔ n s ɪ d ɛ r aː t j oː n ɛ m	k oː n s iː d ɛ r aː t j oː n ɛ m
s p a t aː r ɛ	s p a t j aː r iː
t r aː t ʊ m	t r a k t ʊ m
f ɛ m ɪ n ɪ n ʊ m	f eː m ɪ n iː n ʊ m
eː w ɔ k aː t j oː n ɛ m	eː w ɔ k aː t j oː n ɛ m
p eː n ɪ t ɛ n t j aː l	p aɪ n ɪ t ɛ n t j aː l ɛ m
r ɛ g ʊ l aː r ɪ t aː t ɛ m	r eː g ʊ l aː r ɪ t aː t ɛ m
eː k s k ɛ l s ʊ m	ɛ k s k ɛ l s ʊ m
p ɔ r t aː r ɛ	p ɔ r t aː r ɛ
k r aɪ d ɪ b ɪ l ɛ m	k r eː d ɪ b ɪ l ɛ m
w eː n aː r ɛ	w eː n aː r iː
j uː s t ɪ f ɪ k aː t j oː n ɛ m	j uː s t ɪ f ɪ k aː t j oː n ɛ m
eː m aː n k ɪ p aː t j oː n ɛ m	eː m a ŋ k ɪ p aː t j oː n ɛ m
h ɪ s p a n ɪ k ʊ m	h ɪ s p aː n ɪ k ʊ m
f ɪ b ʊ l a m	f iː b ʊ l a m
f ɛ r a m	f ɛ r a m
aʊ r aː	aʊ r a m
p a r t ʊ r y n ɛ m r ɛ	p a r t ʊ r iː r ɛ
d eː p aː r t ɪ r ɛ m	d eː p a r t iː r ɛ
d eː s ɪ d ɛ k aː r ɛ	d eː s iː d ɛ r aː r ɛ
a r aː t r ʊ m	a r aː t r ʊ m
k a l w ʊ m	k a l w ʊ m
a pː r ɛ h ɛ n s j oː n ɛ m	a pː r ɛ h ɛ n s j oː n ɛ m
m ɛ n aː k j aː	m ɪ n aː k ɛ m
d eː t ɪ n eː r ɛ	d eː t ɪ n eː r ɛ
ʊ n s k w oː	uː ŋ k t j oː n ɛ m
ɪ r aː k ʊ n d ʊ m	iː r aː k ʊ n d ʊ m
t uː r a m	t uː r a m
k a n ɛ s t aː ʊ m	k a n ɪ s t r ʊ m
a fː s a m	aː n s a m
ɛ k s p r iː m ɛ r ɛ	ɛ k s p r ɪ m ɛ r ɛ
d ɪ s w aː d ɛ r ɛ	d ɪ sː w aː d eː r ɛ
ɪ t ɛ r w ɛ r ɛ m t ɪ r	ɪ n t ɛ r w ɛ r t ɛ r ɛ
k ɔ n f l ɪ k t ʊ m	k oː n f l ɪ k t ʊ m
p a l ʊ m b ʊ m	p a l ʊ m b ʊ m
k ɔ m p ɛ t ɪ t j oː n ɛ	k ɔ m p ɛ t iː t j oː n ɛ m
ɪ m p ɛ r aː t oː r j ʊ m	ɪ m p ɛ r aː t oː r j ʊ m
k ɔ gː ɛ l j ʊ m	k aʊ l ɪ k ʊ l ʊ m
s ʊ s p a t ɛ m	s ʊ s p ɛ k t j oː n ɛ m
ɛ k s ʊ l t aː	ɛ k s ʊ l t aː r ɛ
p a p a m	p aː p a m
m a l ɛ d iː k ɛ r ɛ	m a l ɛ d iː k ɛ r ɛ
p ɛ r s ɛ sː ɪ r ɛ	p ɛ r s ɛ kʷ iː
f a k ʊ n d ɪ n ɛ m j a	f aː k ʊ n d j a m
