s i̠ ¹	s i̠ ¹
x u ¹	ˀx o̠ ¹
ˀn e̠ ¹	ˀn i̠ ¹
ts a ¹	ts a ¹
ˀn e ²	n i ²
g ɨ ²	g o̠ ³
ˀm ɛ ¹	ˀm ɛ ¹
tsʰ i ³	tsʰ i̠ ³
kʰ i ²	kʰ ɨ ²
k ɛ ³	k ɛ ³
kʰ j ɛ̠ ³	tsʰ e̠ ¹
g j a ²	g j a ²
ʃ a ŋ ¹	ʃ u ³
g i ¹	g i ¹
ˀm ɛ ²	ˀm ɛ ²
m ɛ ²	m e ²
ʃ a ¹	ʃ a ³
kʰ i ¹	kʰ i ¹
a ¹	a ¹
a ²	a ²
p e̠ ²	p e ³
k j y ³	ts y ³
m o ²	m o ²
ɣ u ²	ɣ u ²
b ɛ ²	b ɛ ²
d i ¹	d i ¹
k ɛ̠ ³	k o̠ ¹
ˀv a ¹	ˀv a ¹
b ɛ ³	b j e̠ ³
v o ³	pʰ e ²
ʒ i̠ ³	x i̠ ³
ˀn y ¹	ˀn y ¹
n a ¹	n a ¹
ts e ¹	tʃ e ¹
tʃ ɿ ¹	tʃ u ¹
s e ¹	s e ¹
a ¹	a ¹
b y ³	b y ³
dʒ ɛ ²	dʒ ɛ ²
b o ³	b u̠ ¹
ˀn y ¹	ˀn y ¹
s a ¹	k a ¹
ʒ o̠ ³	ʒ o̠ ³
p ɛ ¹	p ɛ ¹
z o ³	z a ²
s e ¹	s e ¹
m e̠ ³	m ɛ ³
h e ¹	h e ¹
ˀm e̠ ³	ˀm j e̠ ¹
ɣ i ¹	ɣ i ¹
m i̠ ¹	m i̠ ¹
p ɨ ²	p j ɨ ²
s ɛ ²	s ɛ ²
a ¹	a ¹
s a ¹	s a ¹
a ¹	a ¹
pʰ j a ¹	pʰ j a ¹
m ɛ ³	m ɛ ²
s y ²	s y ²
kʰ u ¹	kʰ u ¹
v a ²	v a ²
m u ¹	m u ³
k o ²	k j o ²
ˀm o̠ ²	m o̠ ³
tʃʰ e ¹	d e ¹
m o ²	m o ²
b y ¹	b y ¹
k j e̠ ³	tʃ e̠ ³
m ɛ ²	m ɛ ²
a ²	a ²
k y ³	k j i ³
k a ²	k a ŋ ²
m a ³	m a ³
tsʰ i ²	tsʰ i ²
ts ɿ ¹	ts u ¹
n i̠ ¹	n i̠ ¹
tʃʰ i̠ ³	tʃʰ e̠ ³
p y ¹	p y̠ ¹
k ɛ ¹	k ɛ ¹
kʰ u ²	kʰ o ²
d i ¹	d i ¹
b y ¹	b y ¹
n i ²	n̩ ²
p u ¹	p u ¹
ɨ̠ ²	a ²
kʰ o̠ ³	kʰ o̠ ³
n i̠ ³	ˀn e̠ ³
ɣ a ³	ɣ a ³
t a ¹	t j ɛ ³³
dz a ŋ ¹	dz a ŋ ¹
m̩ ²	m u ²
k a ²	k u ³
ʃ a ²	s e ³
s ɛ ²	s ɛ ²
m a ¹	m a ³
p a̠ ³	p a̠ ³
dʒ i ²	dz i ²
d y ¹	d y ¹
v i̠ ³	v i̠ ³
b a ³	b a ³
k a ²	dz a ¹
ˀm e̠ ¹	ˀm j y̠ ¹
m e̠ ³	ˀm e̠ ³
b o ²	b o ²
ŋ a ²	ŋ a ²
ˀl u ¹	ˀl u ¹
ˀm e̠ ³	ˀm e̠ ¹
f u ³	f u ³
ˀl a ²	l a ²
d u ²	d u ²
tsʰ e ¹	tsʰ e ¹
g j a ³	g a ³
t e̠ ³	e̠ ¹
h ɛ ¹	h ɛ̠ ¹
pʰ ɛ ³	pʰ ɛ ³
g y o ²	g y ²
kʰ j ɛ ³	tsʰ ɛ ³
b o ¹	b e ³
b a ²	b a ²
a ²	a ²
a ¹	a ¹
dʒ o̠ ³	dʒ o̠ ³
ɣ a ŋ ²	ɣ a ŋ ²
d e ¹	d e ¹
