k l a pː oː n ɛ	k aː p oː n ɛ m
s ɛ r aː r	s ɛ rː aː r ɛ
p r ɔ w ɔ k a m t iː w ʊ m	p r oː w ɔ k aː t iː w ʊ m
k r ɛ d ɪ t oː r ɛ	k r eː d ɪ t oː r ɛ m
iː n k ɔ l a m	ɪ ŋ k ɔ l a m
k a l iː k ɛ n	k a l ɪ k ɛ m
p r ɔ d iː j ʊ m m j ʊ m	p r oː d ɪ g j oː s ʊ m
k ɔ n ʊ n g ɛ r ɛ	k ɔ n j ʊ ŋ g ɛ r ɛ
t ɛ d aː r ʊ m	t eː k t ʊ m
t ɛ ɔ s ɔ f j a m	tʰ ɛ ɔ s ɔ pʰ j a m
p ɛ m s ʊ m	p eː n s ʊ m
m ɔ r iː b ʊ n d ʊ m	m ɔ r ɪ b ʊ n d ʊ m
t r ɛ p iː d ʊ m	t r ɛ p ɪ d ʊ m
r ɛ f r iː g ɛ r j ʊ m	r eː f r iː g ɛ r j ʊ m
ɔ m n iː s ɛ n t ɛ	ɔ m n ɪ s k ɪ ɛ n t ɛ m
a n j j ɛ lː ʊ m	a ŋ n ɛ lː ʊ m
p ɔ n d ɛ r oː s ʊ m	p ɔ n d ɛ r oː s ʊ m
k ʊ n k iː t a t j ʊ m n ɛ m	k ɔ ŋ k ɪ t aː t j oː n ɛ m
iː n d a m g a m r ɛ	ɪ n d aː g aː r ɛ
l a m m b ɛ r ɛ	l a m b ɛ r ɛ
aː rː a m s	a rː h a m
ɔ p r ɔ b r j ʊ m	ɔ pː r ɔ b r j ʊ m
d ɛ t ɛ k t a r m ɛ ɛ m	d eː t ɛ g ɛ r ɛ
d iː k t a m ɛ n	d ɪ k t aː m ɛ n
a k ɛ r b ʊ m	a k ɛ r b ʊ m
k ɛ r t a m m ɛ m	k ɛ r t aː m ɛ n
iː ŋ g r aː t ʊ m	ɪ ŋ g r aː t ʊ m
w ɛ t a m	w ɪ tː a m
iː n t ɪ m p ɛ s t iː w iː t aː t ɛ	ɪ n t ɛ m p ɛ s t iː w ɪ t aː t ɛ m
w iː s p ɛ r a m	w ɛ s p ɛ r a m
w a n ɪ	w a nː ʊ m
uː r n a m	uː r n a m
a kʷ iː l ɪ n ʊ m	a kʷ ɪ l iː n ʊ m
p r ʊ p iː n kʷ iː t a t ɛ m	p r ɔ p ɪ ŋ kʷ ɪ t aː t ɛ m
s ɛ r j ɔ s ʊ m	s eː r j oː s ʊ m
