m̥ r i n ⁵⁵	m i n ⁵⁵
kʰ ei ¹¹	kʰ ei ¹¹
j e ⁵⁵	j ai ⁵⁵
cʰ ei ¹¹	cʰ ei ¹¹
d ɨ m ⁵⁵	d ɨ m ⁵⁵
kʰ ɔ ʔ̚ ⁵¹	kʰ ɔ ʔ̚ ⁵¹
ˀb u ⁵⁵	ˀb ə ⁵⁵
l a ʔ̚ ⁵¹	l a ʔ̚ ⁵¹
d ɔ ŋ ¹¹	d ɔ ŋ ¹¹
s a ʔ̚ ⁵¹	s a ʔ̚ ⁵¹
l a ŋ ¹¹	l̥ a ŋ ¹¹
m̥ ə ŋ ¹¹	m ə ŋ ¹¹
tʰ ɛ ʔ̚ ⁵¹	tʰ ɛ ʔ̚ ⁵¹
ˀd ɛ ¹¹	ˀd ɛ ¹¹
n e ¹¹	n e ¹¹
l a ⁵⁵	ˀl a ⁵⁵
ˀb w ɛ ⁵⁵	p w ɛ ⁵⁵
l a ŋ ⁵⁵	l a m ⁵⁵
k ə ⁰	k ə ⁰
j ɔ ʔ̚ ⁵¹	ɲ̊ ɔ ʔ̚ ⁵¹
m̥ ɛ ʔ̚ ⁵¹	m ɛ ʔ̚ ⁵¹
ˀb o ʔ̚ ⁵¹	ˀb o ʔ̚ ⁵¹
d ə ŋ ¹¹	d ə ŋ ¹¹
n w i ⁵⁵	ˀn w e t̚ ⁵¹
tʰ a m ⁵⁵	tʰ a m ⁵⁵
ˀd w ɛ ¹¹	ˀd w ɛ ¹¹
p l e ŋ ⁵⁵	p l e ŋ ⁵⁵
kʰ l ei ⁵⁵	kʰ l ei ⁵⁵
s a ¹¹	s a ¹¹
j a ⁵¹	ŋ j a t̚ ⁵¹
k ə ⁰	k ə ⁰
cʰ a ⁵⁵	cʰ a ⁵⁵
k r ei ¹¹	kʰ r ei ¹¹
d o ¹¹	d o ¹¹
j ɛ ʔ̚ ⁵¹	j ɛ ʔ ⁵¹
tʰ u ɴ ¹¹	tʰ u ɴ ¹¹
