m ɪ r aː k oː r ʊ m	m iː r aː k ʊ l ʊ m
k ɔ n k ʊ r s ʊ m	k ɔ ŋ k ʊ r s ʊ m
m a n ɪ k a m	m a n ɪ k a m
z aː n k a m	z a ŋ kʰ a m
m ɛ r a m	m ʊ r j a m
k ɔ aː g ʊ l aː t j oː n ɛ m	k ɔ aː g ʊ l aː t j oː n ɛ m
k ɔ n s oː l iː d aː r ɛ	k oː n s ɔ l ɪ d aː r ɛ
s a l k ɪ k ɛ m	s a l ɪ k ɛ m
t ɛ n s j oː n ɛ	t eː n s j oː n ɛ m
p r ɔ w oː k aː r ɛ	p r oː w ɔ k aː r ɛ
b a l b ʊ t j aː r ɛ	b a l b uː t iː r ɛ
m a l w a m	m a l w a m
p a t r ʊ k iː n j ʊ m	p a t r oː k ɪ n j ʊ m
n a t ɪ w ɪ t aː t ɛ m	n aː t iː w ɪ t aː t ɛ m
ɪ n t ɛ r p r ɛ t aː b ɪ l ɛ m	ɪ n t ɛ r p r ɛ t aː b ɪ l ɛ m
a n ɛ g aː r ɛ	eː n ɛ k aː r ɛ
m ɛ r k aː r ɛ	m ɛ r k aː r iː
k ɛ r w ʊ j a m	k ɛ r w ɛ s j a m
w ɪ s ʊ m s	w iː s ʊ m
s a l uː t ɛ m	s a l uː t ɛ m
eː k s p ɛ m t aː t j oː n ɛ m	ɛ k sː p ɛ k t aː t j oː n ɛ m
k a w ʊ m	k a w ʊ m
p r aɪ s ɛ n t aː t j oː n ɛ m	p r aɪ s ɛ n t aː t j oː n ɛ m
s a k r aː ɛ	s a k r aː r ɛ
ɔ r a r ɛ m	oː r aː r ɛ
r ɛ s t aʊ r aː t j oː n ɛ m	r eː s t aʊ r aː t j oː n ɛ m
l uː n aː t oː n ɛ m	l uː n aː t j oː n ɛ m
r a p ɪ d ɪ t ɛ m	r a p ɪ d ɪ t aː t ɛ m
a pː r oː kː r ɛ	a pː r ɔ p j aː r ɛ
s ɛ w ɛ r ʊ m	s ɛ w eː r ʊ m
ɔ kː aː s j oː n ɛ	ɔ kː aː s j oː n ɛ m
a l ɛ j t r ɛ	a lː ɛ k t aː r ɛ
n aɪ s j ʊ m	n ɛ s k j ʊ m
w ʊ l p ɪ n ʊ m	w ʊ l p iː n ʊ m
f ɪ d ʊ m	f iː d ʊ m
f uː s t ɛ m	f uː s t ɛ m
k ɛ r t aː r ɛ	k ɛ r t aː r ɛ
k ɔ d ɪ k ɛ m	k oː d ɪ k ɛ m
f oː k a m	pʰ oː k a m
t a r d aː r ɛ	t a r d aː r ɛ
k a n ɔ r ʊ m	k a n oː r ʊ m
k ɔ n w ɛ r t ɛ r ɛ	k ɔ n w ɛ r t ɛ r ɛ
r ɛ n aː r ɛ	r eː ŋ n aː r ɛ
l uː k s ʊ m	l uː k s ʊ m
l ɪ n k k ɛ m	l y ŋ k ɛ m
p ɛ t iː r ɛ	p ɛ t ɛ r ɛ
g ɛ n ɛ s t aː	g ɛ n ɛ s t a m
g l ʊ k aː r ɛ	g l oː k iː r ɛ
t ʊ n d ɛ r ɛ	t ɔ n d eː r ɛ
ɪ n uː l t ʊ m	ɪ n ʊ l t ʊ m
p r oː k s ɪ m ʊ m	p r ɔ k s ɪ m ʊ m
k a l aː r ɛ	kʰ a l aː r ɛ
g ɔ r t ʊ m	g ʊ r d ʊ m
k a n s aː r ɛ	k a m p s aː r ɛ
d eː m ɔ n s t r aː r ɛ	d eː m oː n s t r aː r ɛ
k a n a m	k a nː a m
a r m ɛ t j ɛ n t ʊ m	a r m aː m ɛ n t ʊ m
a kː uː s aː t oː r ɛ	a kː uː s aː t oː r ɛ m
k a n d ɛu l ɛ m	k a n d eː l a m
f l ɔ w ʊ m	f l ʊ w j ʊ m
s p ɪ n aː l ɛ	s p iː n aː l ɛ m
eː j ʊ n ʊ m	j eː j uː n j ʊ m
s ɔ n ʊ m	s ɔ m n ʊ m
ɔ r n aː t ʊ m	oː r n aː t ʊ m
t r ɛ m ʊ l ʊ m	t r ɛ m ʊ l ʊ m
ɔ r d ɪ n aː r j ʊ m	oː r d ɪ n aː r j ʊ m
p uː ŋ r ɛ	p ʊ t eː r ɛ
f ɔ l oː s ʊ m	f ɔ l j oː s ʊ m
uː r b ɛ m	ʊ r b ɛ m
t r aː n s m iː sː j oː n ɛ m	t r aː n s m ɪ sː j oː n ɛ m
ɛ k s p l ɪ k aː t j oː n ɛ m	ɛ k s p l ɪ k aː t j oː n ɛ m
f ɛ s t ɪ w ʊ m	f ɛ s t iː w ʊ m
ɔ pː r ɔ b r j ʊ m	ɔ pː r ɔ b r j ʊ m
a t r aː b ɪ l j aː r j ʊ m	aː t r a b iː l aː r j ʊ m
p a r t ɪ k ʊ l a m	p a r t ɪ k ʊ l a m
r ɛ p r ɛ n s ɪ b ɪ l ɛ	r ɛ p r ɛ h ɛ n s ɪ b ɪ l ɛ m
d ɛ f ɛ n s a m	d eː f ɛ n s a m
ɪ b ɪ l ɛ m	ɪ b ɪ l ɛ m
j ɛ n ɪ t ɪ b ʊ m	g ɛ n ɪ t iː w ʊ m
a m ɪ k a m	a m iː k a m
k a t aː r aː k a m	k a t a r a k t a m
s ɪ k oː f a n a m	s yː k ɔ pʰ a n t a m
ɪ m p ɛ r aː t r ɪ k ɛ	ɪ m p ɛ r aː t r iː k ɛ m
b ɛ n ɪ ŋ n ʊ m	b ɛ n ɪ ŋ n ʊ m
d ɪ fː a m aː t ʊ r j ʊ m	d ɪ fː aː m aː t oː r j ʊ m
p r ɔ t ɛ s t aː t j oː n ɛ m	p r oː t ɛ s t aː t j oː n ɛ m
a s t r ʊ m	a s t r ʊ m
r ɛ k ɔ rː eː r ɛ	r ɛ k ʊ rː ɛ r ɛ
n ɪ w ɛ lː ʊ m	l iː b ɛ lː a m
k ɔ nː ʊ m	k ʊ nː ʊ m
t r ɪ m ɛ t ɛ r ɛ m	t r aː m ɪ tː ɛ r ɛ
s m ɛ r a l d ʊ m	s m a r a g d ʊ m
m ɔ d ɛ r aː t oː r ɛ	m ɔ d ɛ r aː t oː r ɛ m
s ɛ r aː f ɪ k ʊ m	s ɛ r a pʰ ɪ k ʊ m
k ɔ r w ɪ n ʊ m	k ɔ r w iː n ʊ m
ɪ k l ɛ s a m	ɛ kː l eː s j a m
ɪ n ʊ m	iː n ʊ m
eː k s p l ɔ r aː t oː r ɛ	ɛ k s p l oː r aː t oː r ɛ m
m a n g aː r ɛ	m a n d uː k aː r ɛ
a p ɔ k aː l iː p sː ɛ m	a p ɔ k a l y p s ɛ m
f l ɛ k sː j oː n ɛ m	f l ɛ k s j oː n ɛ m
a b l a k aː t j oː n ɛ m	a b l a kʷ ɛ aː t j oː n ɛ m
eː w aː n ɛ ɛ r ɛ	eː w aː n eː s k ɛ r ɛ
uː s t ʊ l aː r ɛ	ʊ s t ʊ l aː r ɛ
g ɔ s ʊ m	g ɛu s j aː s
p ʊ r t ʊ k ɛ s ɛ	p ɔ r t ʊ k eː n s ɛ m
s a k r ɪ f iː k j ʊ m	s a k r ɪ f ɪ k j ʊ m
n uː m ɛ r ɔ s ɪ t aː t ɛ m	n ʊ m ɛ r oː s ɪ t aː t ɛ m
ɛ k s uː l k ɛ r aː t j oː n ɛ m	ɛ k s ʊ l k ɛ r aː t j oː n ɛ m
s ɔ l t ʊ m	s ɔ l uː t ʊ m
k a n d ɪ d ʊ m	k a n d ɪ d ʊ m
ɪ m p ɪ ŋ g ɛ r ɛ m	ɪ m p ɪ ŋ g ɛ r ɛ
ɪ n k ɪ t aː t j oː n ɛ m	ɪ ŋ k ɪ t aː t j oː n ɛ m
ɛ n t ɛ m	ɛ n s
a p ɔ s t ʊ l ʊ m	a p ɔ s t ɔ l ʊ m
s uː b iː r ɛ	s ʊ b iː r ɛ
f iː l aː s t r ʊ m	f iː l j a s t r ʊ m
b ɪ ɛ t ɛ r aː b a m	b eː t a m
d eː p ɛ n d ɛ r ɛ	d eː p ɛ n d eː r ɛ
s ɛ n s ʊ aː l ɪ t aː t ɛ m	s ɛ n s w aː l ɪ t aː t ɛ m
a p ɪ k k ɛ m	a p ɪ k ɛ m
k ɔ l ʊ m b ɛ m	k ɔ l ʊ m b a m
m a n k ɪ p aː j ʊ m	m a ŋ k ɪ p j ʊ m
r ɛ p l ɪ k aː t j oː n ɛ	r ɛ p l ɪ k aː t j oː n ɛ m
ɔ l ɛ aː t ʊ m	ɔ l ɛ aː t ʊ m
ɔ r d j ʊ m	h ɔ r d ɛu m
uː s ʊ aː l ɛ	uː s w aː l ɛ m
d ɪ l ɛ kʷ aː r ɛ	d eː l ɪ kʷ aː r ɛ
a l t eː a m	a l tʰ aɪ a m
k ɔ n s iː d a m	k oː n s ɔ l ɪ d a m
g a rː uː l ʊ m	g a rː ʊ l ʊ m
p a l m ʊ m	p a l m ʊ m
a w ɛ sː ʊ m	aː w ɛ r s ʊ m
s uː p uː t aː r ɛ	s ʊ pː ʊ t aː r ɛ
a d uː l t eː r aː r ɛ	a d ʊ l t ɛ r aː r ɛ
k ɔ n s ɪ d ɛ r aː t j oː n ɛ m	k oː n s iː d ɛ r aː t j oː n ɛ m
w ɪ k ʊ m	w iː k ʊ m
d ɪ k ɪ m ʊ m	d ɛ k ɪ m ʊ m
m uː n ɪ f ɪ k ɛ n t j a m	m uː n ɪ f ɪ k ɛ n t j a m
p ɛ r ɪ t ʊ m	p ɛ r iː t ʊ m
l ɪ b ɛ r aː t j oː n ɛ m	l iː b ɛ r aː t j oː n ɛ m
k ɔ n w oː k aː t j oː n ɛ m	k ɔ n w ɔ k aː t j oː n ɛ m
a kː aː d ɛ m j a m	a k a d eː m iː a m
m ɪ g r aː r ɛ	m ɪ g r aː r ɛ
s ʊ s k r ɛ b ɛ r ɛ	s ʊ b s k r iː b ɛ r ɛ
a r k eː t iː p ʊ m	a r kʰ ɛ t y p ʊ m
d ɛ s t r ʊ k j oː n ɛ m	d eː s t r ʊ k t j oː n ɛ m
n ɪ n f a m	n y m pʰ a m
w ɛ n ɛ r aː r ɛ	w ɛ n ɛ r aː r iː
n ɔ n a m	n ɔ nː a m
p a l ʊ m	p aː l ʊ m
ɪ n s t aʊ r aː r ɛ	iː n s t aʊ r aː r ɛ
t ʊ r m a m	t ʊ r m a m
aɪ t ɛ r ɛ m	aɪ tʰ ɛ r ɛ m
a r m ɪ l a m	a r m ɪ lː a m
t ɛ n ɛ r n ʊ m	t ɛ n ɛ r ʊ m
d ɪ s k ʊ rː ɛ r ɛ	d ɪ s k ʊ rː ɛ r ɛ
m a n uː b r j ʊ m	m a n uː b r j ʊ m
s ʊ b t r aː k t j oː n ɛ m	s ʊ b t r a k t j oː n ɛ m
b ʊ t ɪ k a m	a p ɔ tʰ eː k a m
s eː k uː r ɛ m	s ɛ k uː r ɛ m
k a n ʊ t ʊ m	k aː n uː t ʊ m
k ɔ n t r ɪ b ʊ ɛ r ɛ	k ɔ n t r ɪ b ʊ ɛ r ɛ
n a s ʊ t ʊ m	n aː s uː t ʊ m
r ɛ p l ɪ k aː r ɛ	r ɛ p l ɪ k aː r ɛ
a s ɛ a m	a s k ɛ lː a m
p r aɪ k ɪ p iː t j ʊ m	p r aɪ k ɪ p ɪ t j ʊ m
d ɛ s t ɪ n aː r ɛ	d eː s t ɪ n aː r ɛ
p oː p ɛ r ʊ m	p aʊ p ɛ r ɛ m
a b s oː l b ɛ r ɛ	a b s ɔ l w ɛ r ɛ
s uː p ɛ r b j a m	s ʊ p ɛ r b j a m
k ɪ t ɪ s ʊ m	k y t ɪ s ʊ m
f r aɪ kʷ ɛ n t ɛ m	f r ɛ kʷ ɛ n t ɛ m
a m ɪ k ɪ t j a m	a m iː k ɪ t j a m
w ɛ r ʊ m	w eː r ʊ m
p ɔ s ɛ p oː r eː r ɛ	p ɔ s t p oː n ɛ r ɛ
g ɪ l oː s ʊ m	z eː l oː s ʊ m
a dː ɪ k ʊ r ɛ	a dː iː k ɛ r ɛ
m a n d aː r ɛ	m a n d aː r ɛ
s k r ʊ t ɪ n j ʊ m	s k r uː t ɪ n j ʊ m
b ɛ n ɛ f ɪ k j ʊ m	b ɛ n ɛ f ɪ k j ʊ m
a k ɔ n sː eː k ʊ aː r ɛ	a kː ɔ ŋ k ɪ l j aː r ɛ
a kː uː m ʊ l aː t j oː n ɛ m	a kː ʊ m ʊ l aː t j oː n ɛ m
ʊ n k a m	ʊ ŋ k j a m
b a s ɪ l ɪ s k ʊ m	b a s ɪ l ɪ s k ʊ m
k ʊ n k aː r ɛ	k ʊ n ɛ aː r ɛ
k ʊ l ʊ m ɛ lː a m	k ɔ l ʊ m ɛ lː a m
p a r ɪ eː t aː l ɛ	p a r ɪ ɛ t aː l ɛ m
a d ɪ r ɛ	a dː ɛ r ɛ
k ɛ r t ɪ t uː t d ɪ n ɛ m	k ɛ r t ɪ t uː d ɪ n ɛ m
a b aɪ ɛ l a m	a p ɪ k ʊ l a m
k l uː t ɪ n ɛ	g l uː t ɛ n
d ɪ s t r aː ɛ r ɛ	d ɪ s t r a h ɛ r ɛ
f ɛ j aː r ɛ	f iː d ɛ r ɛ
ɪ m aː g ɪ n aː t ɪ w ʊ m	ɪ m aː g ɪ n aː t ɪ w ʊ m
ɪ ɪ r oː s ɔ l ɔ m ɪ t aː n ʊ m	h ɪ ɛ r ɔ s ɔ l y m iː t aː n ʊ m
k ɔ m ɛ n t aː r j ʊ m	k ɔ mː ɛ n t aː r j ʊ m
p r a n t ɛ r ɛ	p r a n d eː r ɛ
s a g ɪ t aː r j ʊ m	s a g ɪ tː aː r j ʊ m
a ɪ l ʊ m	a w ʊ l ʊ m
p a l ʊ r ɛ m	p a l ɪ uː r ʊ m
eː l ɪ m ɪ n aː t j oː n ɛ m	eː l ɪ m ɪ n aː t j oː n ɛ m
d ɪ s k r eː t j oː n ɛ	d ɪ s k r eː t j oː n ɛ m
n uː b ɪ l oː s ʊ m	n uː b ɪ l oː s ʊ m
k ʊ p ʊ l aː r ɛ	k oː p ʊ l aː r ɛ
eː n uː m ɛ r aː r ɛ	eː n ʊ m ɛ r aː r ɛ
n ɛ p ɛ t ɛ r a m	n ɛ p ɛ t a m
d s ɛ f ɪ r ʊ m	z ɛ pʰ y r ʊ m
d eː f l ʊ ɪ r ɛ	d eː f l ʊ ɛ r ɛ
p r ɔ k ɛ l a m	p r ɔ k ɛ lː a m
s uː b ɛ ɛ r j ʊ m	s uː b ɛ r ɛ m
p r ɔ m ʊ l g aː t j oː n ɛ m	p r oː m ʊ l g aː t j oː n ɛ m
ɪ t ɪ n ɛ r aː r j ʊ m	ɪ t ɪ n ɛ r aː r j ʊ m
t ɪ m ɪ d ʊ m	t ɪ m ɪ d ʊ m
l uː k s	l uː k ɛ m
ɪ m p ɛ r j oː s ʊ m	ɪ m p ɛ r j oː s ʊ m
r ɔ r ɪ d a m	r oː r ɛ m
ɪ n s ɪ ŋ n ɛ m	iː n s ɪ ŋ n ɛ m
b ɛ n ɛ d iː k aː r ɛ	b ɛ n ɛ d iː k ɛ r ɛ
b ɛ b ɛ t oː r ɛ	b ɪ b ɪ t oː r ɛ m
g uː b ʊ l a m	z iː z y pʰ ʊ m
a d m ɪ r aː b ɪ l ɛ m	a d m iː r aː b ɪ l ɛ m
g uː s t ɪ f iː k aː t oː r ɛ m	j uː s t ɪ f ɪ k aː t oː r ɛ m
ɪ n f ɛ r j oː r ɛ	iː n f ɛ r ʊ m
k ɛ n s ʊ r a m	k eː n s uː r a m
ɪ m p r oː b aː r ɛ	ɪ m p r ɔ b aː r ɛ
s k r ʊ t aː r ɛ	s k r uː t aː r iː
k ɛ l l n t ɛ m	k a l ɛ n t ɛ m
f uː r j oː s ʊ m	f ʊ r j oː s ʊ m
