a ¹	a ¹
pʰ y̠ ³	pʰ y̠ ³
k j y ³	ts y ³
d i ³	d i ¹
dz a ²	dz a ²
n i ¹	n e ¹
z a ²	z a ²
ŋ o ¹	ŋ o ¹
t o̠ ³	t u ³
x i ²	x ɨ ²
g u ¹	g o ŋ ¹
dz ɛ ²	dz ɛ ²
t e̠ ¹	t ɛ ¹
g j a ¹	g j a ¹
d e ³	d e ³
m a ²	m a ²
tʰ u ¹	tʰ u ¹
n i ²	n i ²
dz y ¹	dz y ¹
a ¹	a ¹
tʰ e̠ ³	tʰ e̠ ³
b o ¹	b o ¹
a ¹	a ¹
k j a ŋ ¹	k a̠ ³
n i ²	n̩ ²
s ɛ ²	s ɛ ²
pʰ a ²	pʰ a ²
ˀm y ²	ˀm y ²
tʃ i ³	ts i̠ ³
n i̠ ¹	n i̠ ¹
tsʰ ɛ ¹	tsʰ ɛ ¹
b o ²	b o ²
k a ŋ ¹	x a ŋ ¹
z e̠ ³	z e̠ ³
dz i ¹	dz i ¹
m j a ³	m j a ³
l a ²	l a ²
tʰ a ²	tʰ a ²
a ¹	a ¹
b ɛ̠ ¹	b ɛ ¹
n i ²	n̩ ²
m i ¹	m i ¹
ʃ i̠ ¹	ʃ i̠ ¹
dz e ¹	dz e ¹
a ¹	a ¹
dz a ¹	dz a ¹
kʰ ɛ ³	kʰ ɛ ²
b ɛ ²	b ɛ ²
s i ¹	s i ²
kʰ u ¹	kʰ u ¹
v ɛ ¹	v ɛ ¹
d a ¹	d a ¹
ˀl i̠ ³	ˀl u̠ ¹
ʃ i̠ ¹	ʃ i̠ ¹
k a ³	k j i ³
k a ŋ ¹	k a ŋ ¹
m ɨ ¹	m ɨ ¹
d i ³	d i ³
ʃ a ²	x i ¹
kʰ i ¹	kʰ i ¹
ˀl o̠ ¹	ˀl o̠ ¹
m a ¹	m a ¹
s j a ¹	s y ¹
s e̠ ¹	s a ¹
k o̠ ³	k o̠ ³
ʃ i̠ ³	ʃ i̠ ¹
k ɛ ³	k ɛ ³
n e ²	n i ²
v e̠ ³	v e̠ ³
dz e ²	dz i ²
s i ¹	s i̠ ¹
a ³	a ¹
b a ²	b a ²
m i ¹	m i ¹
b a ³	b a ³
ˀl u ²	l i ²
d i ¹	d i ¹
v i̠ ³	ˀv i̠ ³
ɲ e̠ ³	n i̠ ³
n a ¹	ˀn a ¹
v i̠ ³	v e̠ ³
h a̠ ³	ɣ a̠ ³
h e ¹	h e ¹
d ɛ ²	d ɛ ²
ˀl u ³	l u ³
pʰ e ¹	pʰ e ¹
kʰ ɛ ³	kʰ y̠ ¹
p o̠ ¹	p u ¹
s y ²	ʃ y ¹
n y ¹	ˀn y ¹
z a ²	z a ²
ts ɨ ²	ts i ²
t o̠ ³	d o̠ ³
a ¹	a ¹
p a ŋ ¹	p e ¹
k a ³	k a ¹
k o̠ ²	k u ²
ˀm ɛ ²	ˀm ɛ ¹
m j a ŋ ¹	m j a ŋ ¹
ɣ i ¹	ɣ ɨ ¹
ʒ i̠ ³	x i̠ ³
a ¹	a ¹
s i ¹	s i̠ ¹
dz e ¹	dz e ¹
ɣ i ¹	ɣ i ¹
g ɨ ²	g o̠ ³
p y ³	p y ³
a ¹	a ¹
l y̠ ³	ˀl y̠ ³
z ɿ ³	z i ³
m o̠ ³	m o̠ ³
ɲ j e ²	ɲ e ¹
tsʰ e ¹	tsʰ e ¹
b o ²	b a ²
n y̠ ¹	ˀn y ¹
k a̠ ³	k o̠ ³
tsʰ y ¹	tsʰ y ¹
ɨ̠ ²	ɨ̠ ³
m y ²	m o ²
b a ²	b a ²
pʰ o ²	pʰ u ²
kʰ j i̠ ³	kʰ ɨ̠ ¹
m o̠ ¹	ˀm u ¹
m a ŋ ²	m a ŋ ²
