k ə ʔ̚ ⁵¹	k ə ʔ̚ ⁵¹
l a ⁵⁵	ˀl a ⁵⁵
b l e ʔ̚ ⁵¹	b l e ʔ ⁵¹
p l a ⁵⁵	p l a ⁵⁵
m ə ŋ ¹¹	m ə ŋ ¹¹
s r ɔ ¹¹	s r ɔ ¹¹
kʰ o ¹¹	kʰ o ¹¹
kʰ j o ʔ̚ ⁵¹	kʰ r o ʔ ⁵¹
n e ŋ ¹¹	n̥ e ŋ ¹¹
d ɛ ʔ̚ ⁵¹	d ɛ ʔ̚ ⁵¹
cʰ w a ¹¹	cʰ a ¹¹
m ei ¹¹	m̥ ei ¹¹
ɟ ə ŋ ⁵⁵	c ə ŋ ⁵⁵
ʔ ɔ ŋ ¹¹	ʔ ɔ ɴ ¹¹
s ə m ⁵⁵	s ə m ⁵⁵
ɟ w i ʔ̚ ⁵¹	c w i k̚ ⁵¹
kʰ a ŋ ⁵⁵	kʰ a ŋ ⁵⁵
tʰ u ⁵⁵	tʰ u ⁵⁵
k l ə ʔ̚ ⁵¹	k l ə ʔ̚ ⁵¹
tʰ a ⁵⁵	tʰ ɔ ŋ ⁵⁵
l w ɛ ⁵⁵	l w ɛ ⁵⁵
tʰ u ¹¹	tʰ u ¹¹
ˀd ə ɴ ⁵⁵	ˀd ə ⁵⁵
d ou ¹¹	d ou ¹¹
r ɔ ⁵⁵	r ɔ ⁵⁵
ʔ̚ w a ɴ ⁵⁵	ʔ w a ɴ ⁵⁵
n ə ŋ ⁵⁵	n ɨ ŋ ⁵⁵
d ɔ ŋ ¹¹	d ɔ ŋ ¹¹
m u ¹¹	m u ¹¹
l i m ¹¹	l i n ¹¹
tʰ e ¹¹	tʰ e ¹¹
l e ¹¹	l̥ ai ¹¹
ɴ w i ¹¹	ŋ w i ¹¹
l w i ⁵⁵	l̥ w i t̚ ⁵⁵
d a ʔ̚ ⁵¹	d a ʔ̚ ⁵¹
l ei ⁵⁵	l ei ⁵⁵
