pʰ i̠ ³	pʰ i̠ ³
i ¹	e̠ ¹
a ²	a ²
h ɛ ³	s e ³
b j a ²	b j a ²
dz ɛ ²	dz ɛ ²
tsʰ u ¹	tsʰ u ¹
b o ²	b ɨ ¹
b j o ²	pʰ u ¹
pʰ i ²	p i ²
a ŋ ³	j a ŋ ²
ˀl u ²	l i ²
pʰ u ²	pʰ u ²
ˀn e̠ ¹	ˀn e̠ ¹
ʃ a ¹	ʃ a ¹
m ²	m̩ ²
kʰ ɨ ²	kʰ ɨ̠ ¹
n e ³	n e ³
ˀn o̠ ³	ˀn u̠ ³
n i ²	n u ²
z a ²	z a ²
d a ¹	d a ŋ ¹
ˀn y ³	ˀn y̠ ³
g j i ²	g i ²
b y ³	b y̠ ³
z o ²	s i ³
n i ²	n̩ ²
t a ²	t a ⁵⁵
h y̠ ²	h y̠ ³
pʰ ɛ ¹	pʰ ɛ ³
m o ¹	m u ¹
ɣ i ¹	ɣ i ¹
b ɨ ²	b o ¹
ˀv a ¹	ˀv a ¹
z ɛ ²	s u ¹
ts a ³	ts a ³
kʰ i ¹	kʰ i ¹
ŋ a ¹	ŋ a ¹
i ²	i ²
pʰ u ¹	pʰ u ³
kʰ u ¹	kʰ u ¹
a ¹	a ¹
z a ²	z a ²
ɣ o̠ ¹	h u ¹
m ɛ ³	m ɛ ²
tʃʰ o̠ ³	tʃʰ o̠ ¹
a ²	a ²
tsʰ a ²	tsʰ a ²
m ɛ ²	m ɛ ²
ts a ³	ts a ³
m j a ²	m j y ²
ˀl i ¹	ˀl i ²
d a ¹	d a ŋ ¹
b o̠ ³	b o̠ ¹
l a ²	l a ²
a ²	a ¹
t a ²	t a ⁵⁵
k a ŋ ¹	k j i ³
dz i ¹	tʰ a ²
kʰ i̠ ³	kʰ ɨ̠ ³
a ¹	a ¹
dz a ²	dz a ²
ʃ i ¹	ʃ i̠ ¹
k e̠ ²	k j e ²
m j o̠ ³	m j o̠ ³
ts e ²	ts e ²
dz e ³	dz i ²
kʰ ɛ ³	kʰ ɛ ²
k u ¹	k u ²
k u ³	k o̠ ¹
n e ¹	n i ¹
a ¹	a ¹
g u ³	g u ³
g u ²	g o ²
a ¹	a ¹
tsʰ e ¹	tsʰ e ¹
ʒ e̠ ¹	ɣ e̠ ¹
ts i ²	ts e ²
s a ³	k o̠ ³
l i̠ ³	l e̠ ³
ɛ ²	ɛ ²
g a ³	g a ³
a ²	a ²
k o̠ ²	k u ²
k u ¹	k a ²
tʃʰ i ³	tʃʰ i̠ ³
d a ²	d a ²
a ¹	a ¹
t i ¹	t i ¹
s ɛ ²	s ɛ ²
tsʰ a ¹	tsʰ a ¹
s e ¹	s e ¹
t u ¹	kʰ o̠ ¹
tsʰ a ŋ ¹	tsʰ a ŋ ¹
ˀl o̠ ¹	ˀl o̠ ¹
h e̠ ³	h e̠ ³
p a ³	p a̠ ³
a ¹	a ¹
v e̠ ²	v i ²
a ²	a ²
ʃ y ¹	s y ¹
t ɛ ³	t a ³
a ¹	a ¹
ˀl o̠ ¹	ˀl o̠ ¹
h ɨ ²	s i ¹
ʃ a̠ ³	ʃ a̠ ³
x a ³	x a̠ ³
h e ¹	h e ¹
m a ³	m a ³
m a ¹	m a ¹
kʰ a ²	kʰ a ŋ ²
pʰ y̠ ¹	pʰ u ²
m a̠ ²	m ɨ ²
ts i ¹	ts u ¹
d a ¹	d a ¹
ˀm o ¹	ˀm j e̠ ¹
a ²	a ²
g i ³	x i ³
pʰ e ²	pʰ e ²
o ¹	ŋ o ¹
d e̠ ¹	d e̠ ¹
ˀm o ¹	ˀm i ¹
tʃ ɛ ³	t e̠ ³
k j ɛ ²	k j ɛ ²
g y ²	g u ²
